"year","wca","group_id","colony","colony_old","latitude","longitude","species","count","notes"
1993,,144,,3a gbh,25.7775,-80.733,lada,,
1993,,144,,3a gbh,25.7775,-80.733,smwh,,
1993,,159,,3a gbh,25.778,-80.711,greg,0,
1993,,159,,3a gbh,25.778,-80.711,whib,0,
1993,,159,,3a gbh,25.778,-80.711,wost,0,
1993,,159,,3a gbh,25.778,-80.711,gbhe,2,
1993,,159,,3a gbh,25.778,-80.711,rosp,,
1993,,159,,3a gbh,25.778,-80.711,sneg,0,
1993,,159,,3a gbh,25.778,-80.711,anhi,,
1993,,159,,3a gbh,25.778,-80.711,trhe,0,
1993,,159,,3a gbh,25.778,-80.711,bcnh,0,
1993,,159,,3a gbh,25.778,-80.711,lbhe,0,
1993,,159,,3a gbh,25.778,-80.711,ycnh,,
1993,,159,,3a gbh,25.778,-80.711,glib,0,
1993,,159,,3a gbh,25.778,-80.711,caeg,0,
1993,,159,,3a gbh,25.778,-80.711,dcco,,
1993,,159,,3a gbh,25.778,-80.711,grhe,,
1993,,159,,3a gbh,25.778,-80.711,smhe,,
1993,,159,,3a gbh,25.778,-80.711,lawh,,
1993,,159,,3a gbh,25.778,-80.711,lada,,
1993,,159,,3a gbh,25.778,-80.711,smwh,,
1993,,188,,3a gbh,25.776,-80.554333,greg,0,
1993,,188,,3a gbh,25.776,-80.554333,whib,0,
1993,,188,,3a gbh,25.776,-80.554333,wost,0,
1993,,188,,3a gbh,25.776,-80.554333,gbhe,2,
1993,,188,,3a gbh,25.776,-80.554333,rosp,,
1993,,188,,3a gbh,25.776,-80.554333,sneg,0,
1993,,188,,3a gbh,25.776,-80.554333,anhi,,
1993,,188,,3a gbh,25.776,-80.554333,trhe,0,
1993,,188,,3a gbh,25.776,-80.554333,bcnh,0,
1993,,188,,3a gbh,25.776,-80.554333,lbhe,0,
1993,,188,,3a gbh,25.776,-80.554333,ycnh,,
1993,,188,,3a gbh,25.776,-80.554333,glib,0,
1993,,188,,3a gbh,25.776,-80.554333,caeg,0,
1993,,188,,3a gbh,25.776,-80.554333,dcco,,
1993,,188,,3a gbh,25.776,-80.554333,grhe,,
1993,,188,,3a gbh,25.776,-80.554333,smhe,,
1993,,188,,3a gbh,25.776,-80.554333,lawh,,
1993,,188,,3a gbh,25.776,-80.554333,lada,,
1993,,188,,3a gbh,25.776,-80.554333,smwh,,
1993,,219,,3a se corner,25.781833,-80.668167,greg,27,
1993,,219,,3a se corner,25.781833,-80.668167,whib,0,
1993,,219,,3a se corner,25.781833,-80.668167,wost,0,
1993,,219,,3a se corner,25.781833,-80.668167,gbhe,0,
1993,,219,,3a se corner,25.781833,-80.668167,rosp,,
1993,,219,,3a se corner,25.781833,-80.668167,sneg,0,
1993,,219,,3a se corner,25.781833,-80.668167,anhi,,
1993,,219,,3a se corner,25.781833,-80.668167,trhe,0,
1993,,219,,3a se corner,25.781833,-80.668167,bcnh,0,
1993,,219,,3a se corner,25.781833,-80.668167,lbhe,0,
1993,,219,,3a se corner,25.781833,-80.668167,ycnh,,
1993,,219,,3a se corner,25.781833,-80.668167,glib,0,
1993,,219,,3a se corner,25.781833,-80.668167,caeg,0,
1993,,219,,3a se corner,25.781833,-80.668167,dcco,,
1993,,219,,3a se corner,25.781833,-80.668167,grhe,,
1993,,219,,3a se corner,25.781833,-80.668167,smhe,,
1993,,219,,3a se corner,25.781833,-80.668167,lawh,,
1993,,219,,3a se corner,25.781833,-80.668167,lada,,
1993,,219,,3a se corner,25.781833,-80.668167,smwh,,
1993,,237,,3a gbh,25.785,-80.727833,greg,0,
1993,,237,,3a gbh,25.785,-80.727833,whib,0,
1993,,237,,3a gbh,25.785,-80.727833,wost,0,
1993,,237,,3a gbh,25.785,-80.727833,gbhe,2,
1993,,237,,3a gbh,25.785,-80.727833,rosp,,
1993,,237,,3a gbh,25.785,-80.727833,sneg,0,
1993,,237,,3a gbh,25.785,-80.727833,anhi,,
1993,,237,,3a gbh,25.785,-80.727833,trhe,0,
1993,,237,,3a gbh,25.785,-80.727833,bcnh,0,
1993,,237,,3a gbh,25.785,-80.727833,lbhe,0,
1993,,237,,3a gbh,25.785,-80.727833,ycnh,,
1993,,237,,3a gbh,25.785,-80.727833,glib,0,
1993,,237,,3a gbh,25.785,-80.727833,caeg,0,
1993,,237,,3a gbh,25.785,-80.727833,dcco,,
1993,,237,,3a gbh,25.785,-80.727833,grhe,,
1993,,237,,3a gbh,25.785,-80.727833,smhe,,
1993,,237,,3a gbh,25.785,-80.727833,lawh,,
1993,,237,,3a gbh,25.785,-80.727833,lada,,
1993,,237,,3a gbh,25.785,-80.727833,smwh,,
1993,,237,,3a gbh,25.784667,-80.7275,greg,0,
1993,,237,,3a gbh,25.784667,-80.7275,whib,0,
1993,,237,,3a gbh,25.784667,-80.7275,wost,0,
1993,,237,,3a gbh,25.784667,-80.7275,gbhe,2,
1993,,237,,3a gbh,25.784667,-80.7275,rosp,,
1993,,237,,3a gbh,25.784667,-80.7275,sneg,0,
1993,,237,,3a gbh,25.784667,-80.7275,anhi,,
1993,,237,,3a gbh,25.784667,-80.7275,trhe,0,
1993,,237,,3a gbh,25.784667,-80.7275,bcnh,0,
1993,,237,,3a gbh,25.784667,-80.7275,lbhe,0,
1993,,237,,3a gbh,25.784667,-80.7275,ycnh,,
1993,,237,,3a gbh,25.784667,-80.7275,glib,0,
1993,,237,,3a gbh,25.784667,-80.7275,caeg,0,
1993,,237,,3a gbh,25.784667,-80.7275,dcco,,
1993,,237,,3a gbh,25.784667,-80.7275,grhe,,
1993,,237,,3a gbh,25.784667,-80.7275,smhe,,
1993,,237,,3a gbh,25.784667,-80.7275,lawh,,
1993,,237,,3a gbh,25.784667,-80.7275,lada,,
1993,,237,,3a gbh,25.784667,-80.7275,smwh,,
1993,,248,,3a gbh,25.782,-80.745667,greg,0,
1993,,248,,3a gbh,25.782,-80.745667,whib,0,
1993,,248,,3a gbh,25.782,-80.745667,wost,0,
1993,,248,,3a gbh,25.782,-80.745667,gbhe,2,
1993,,248,,3a gbh,25.782,-80.745667,rosp,,
1993,,248,,3a gbh,25.782,-80.745667,sneg,0,
1993,,248,,3a gbh,25.782,-80.745667,anhi,,
1993,,248,,3a gbh,25.782,-80.745667,trhe,0,
1993,,248,,3a gbh,25.782,-80.745667,bcnh,0,
1993,,248,,3a gbh,25.782,-80.745667,lbhe,0,
1993,,248,,3a gbh,25.782,-80.745667,ycnh,,
1993,,248,,3a gbh,25.782,-80.745667,glib,0,
1993,,248,,3a gbh,25.782,-80.745667,caeg,0,
1993,,248,,3a gbh,25.782,-80.745667,dcco,,
1993,,248,,3a gbh,25.782,-80.745667,grhe,,
1993,,248,,3a gbh,25.782,-80.745667,smhe,,
1993,,248,,3a gbh,25.782,-80.745667,lawh,,
1993,,248,,3a gbh,25.782,-80.745667,lada,,
1993,,248,,3a gbh,25.782,-80.745667,smwh,,
1993,,385,,3a gbh,25.791167,-80.733333,greg,0,
1993,,385,,3a gbh,25.791167,-80.733333,whib,0,
1993,,385,,3a gbh,25.791167,-80.733333,wost,0,
1993,,385,,3a gbh,25.791167,-80.733333,gbhe,2,
1993,,385,,3a gbh,25.791167,-80.733333,rosp,,
1993,,385,,3a gbh,25.791167,-80.733333,sneg,0,
1993,,385,,3a gbh,25.791167,-80.733333,anhi,,
1993,,385,,3a gbh,25.791167,-80.733333,trhe,0,
1993,,385,,3a gbh,25.791167,-80.733333,bcnh,0,
1993,,385,,3a gbh,25.791167,-80.733333,lbhe,0,
1993,,385,,3a gbh,25.791167,-80.733333,ycnh,,
1993,,385,,3a gbh,25.791167,-80.733333,glib,0,
1993,,385,,3a gbh,25.791167,-80.733333,caeg,0,
1993,,385,,3a gbh,25.791167,-80.733333,dcco,,
1993,,385,,3a gbh,25.791167,-80.733333,grhe,,
1993,,385,,3a gbh,25.791167,-80.733333,smhe,,
1993,,385,,3a gbh,25.791167,-80.733333,lawh,,
1993,,385,,3a gbh,25.791167,-80.733333,lada,,
1993,,385,,3a gbh,25.791167,-80.733333,smwh,,
1993,,426,,3b mud canal e,25.797667,-80.5355,greg,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,whib,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,wost,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,gbhe,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,rosp,,
1993,,426,,3b mud canal e,25.797667,-80.5355,sneg,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,anhi,,
1993,,426,,3b mud canal e,25.797667,-80.5355,trhe,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,bcnh,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,lbhe,60,
1993,,426,,3b mud canal e,25.797667,-80.5355,ycnh,,
1993,,426,,3b mud canal e,25.797667,-80.5355,glib,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,caeg,0,
1993,,426,,3b mud canal e,25.797667,-80.5355,dcco,,
1993,,426,,3b mud canal e,25.797667,-80.5355,grhe,,
1993,,426,,3b mud canal e,25.797667,-80.5355,smhe,,
1993,,426,,3b mud canal e,25.797667,-80.5355,lawh,,
1993,,426,,3b mud canal e,25.797667,-80.5355,lada,,
1993,,426,,3b mud canal e,25.797667,-80.5355,smwh,,
1993,,427,,3b mud canal w,25.797667,-80.538333,greg,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,whib,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,wost,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,gbhe,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,rosp,,
1993,,427,,3b mud canal w,25.797667,-80.538333,sneg,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,anhi,,
1993,,427,,3b mud canal w,25.797667,-80.538333,trhe,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,bcnh,1,
1993,,427,,3b mud canal w,25.797667,-80.538333,lbhe,40,
1993,,427,,3b mud canal w,25.797667,-80.538333,ycnh,,
1993,,427,,3b mud canal w,25.797667,-80.538333,glib,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,caeg,0,
1993,,427,,3b mud canal w,25.797667,-80.538333,dcco,,
1993,,427,,3b mud canal w,25.797667,-80.538333,grhe,,
1993,,427,,3b mud canal w,25.797667,-80.538333,smhe,,
1993,,427,,3b mud canal w,25.797667,-80.538333,lawh,,
1993,,427,,3b mud canal w,25.797667,-80.538333,lada,,
1993,,427,,3b mud canal w,25.797667,-80.538333,smwh,,
1993,,615,,3b GBH,25.814,-80.533167,greg,0,
1993,,615,,3b GBH,25.814,-80.533167,whib,0,
1993,,615,,3b GBH,25.814,-80.533167,wost,0,
1993,,615,,3b GBH,25.814,-80.533167,gbhe,2,
1993,,615,,3b GBH,25.814,-80.533167,rosp,,
1993,,615,,3b GBH,25.814,-80.533167,sneg,0,
1993,,615,,3b GBH,25.814,-80.533167,anhi,,
1993,,615,,3b GBH,25.814,-80.533167,trhe,0,
1993,,615,,3b GBH,25.814,-80.533167,bcnh,0,
1993,,615,,3b GBH,25.814,-80.533167,lbhe,0,
1993,,615,,3b GBH,25.814,-80.533167,ycnh,,
1993,,615,,3b GBH,25.814,-80.533167,glib,0,
1993,,615,,3b GBH,25.814,-80.533167,caeg,0,
1993,,615,,3b GBH,25.814,-80.533167,dcco,,
1993,,615,,3b GBH,25.814,-80.533167,grhe,,
1993,,615,,3b GBH,25.814,-80.533167,smhe,,
1993,,615,,3b GBH,25.814,-80.533167,lawh,,
1993,,615,,3b GBH,25.814,-80.533167,lada,,
1993,,615,,3b GBH,25.814,-80.533167,smwh,,
1993,,619,,3b deer island,25.815,-80.603667,greg,15,
1993,,619,,3b deer island,25.815,-80.603667,whib,0,
1993,,619,,3b deer island,25.815,-80.603667,wost,0,
1993,,619,,3b deer island,25.815,-80.603667,gbhe,0,
1993,,619,,3b deer island,25.815,-80.603667,rosp,,
1993,,619,,3b deer island,25.815,-80.603667,sneg,2,
1993,,619,,3b deer island,25.815,-80.603667,anhi,,
1993,,619,,3b deer island,25.815,-80.603667,trhe,0,
1993,,619,,3b deer island,25.815,-80.603667,bcnh,0,
1993,,619,,3b deer island,25.815,-80.603667,lbhe,0,
1993,,619,,3b deer island,25.815,-80.603667,ycnh,,
1993,,619,,3b deer island,25.815,-80.603667,glib,0,
1993,,619,,3b deer island,25.815,-80.603667,caeg,0,
1993,,619,,3b deer island,25.815,-80.603667,dcco,,
1993,,619,,3b deer island,25.815,-80.603667,grhe,,
1993,,619,,3b deer island,25.815,-80.603667,smhe,,
1993,,619,,3b deer island,25.815,-80.603667,lawh,,
1993,,619,,3b deer island,25.815,-80.603667,lada,,
1993,,619,,3b deer island,25.815,-80.603667,smwh,,
1993,,619,,3b deer island,25.815,-80.603667,greg,15,
1993,,619,,3b deer island,25.815,-80.603667,whib,0,
1993,,619,,3b deer island,25.815,-80.603667,wost,0,
1993,,619,,3b deer island,25.815,-80.603667,gbhe,0,
1993,,619,,3b deer island,25.815,-80.603667,rosp,,
1993,,619,,3b deer island,25.815,-80.603667,sneg,2,
1993,,619,,3b deer island,25.815,-80.603667,anhi,,
1993,,619,,3b deer island,25.815,-80.603667,trhe,0,
1993,,619,,3b deer island,25.815,-80.603667,bcnh,0,
1993,,619,,3b deer island,25.815,-80.603667,lbhe,0,
1993,,619,,3b deer island,25.815,-80.603667,ycnh,,
1993,,619,,3b deer island,25.815,-80.603667,glib,0,
1993,,619,,3b deer island,25.815,-80.603667,caeg,0,
1993,,619,,3b deer island,25.815,-80.603667,dcco,,
1993,,619,,3b deer island,25.815,-80.603667,grhe,,
1993,,619,,3b deer island,25.815,-80.603667,smhe,,
1993,,619,,3b deer island,25.815,-80.603667,lawh,,
1993,,619,,3b deer island,25.815,-80.603667,lada,,
1993,,619,,3b deer island,25.815,-80.603667,smwh,,
1993,,861,,3a gbh,25.839167,-80.703833,greg,0,
1993,,861,,3a gbh,25.839167,-80.703833,whib,0,
1993,,861,,3a gbh,25.839167,-80.703833,wost,0,
1993,,861,,3a gbh,25.839167,-80.703833,gbhe,3,
1993,,861,,3a gbh,25.839167,-80.703833,rosp,,
1993,,861,,3a gbh,25.839167,-80.703833,sneg,0,
1993,,861,,3a gbh,25.839167,-80.703833,anhi,,
1993,,861,,3a gbh,25.839167,-80.703833,trhe,0,
1993,,861,,3a gbh,25.839167,-80.703833,bcnh,0,
1993,,861,,3a gbh,25.839167,-80.703833,lbhe,0,
1993,,861,,3a gbh,25.839167,-80.703833,ycnh,,
1993,,861,,3a gbh,25.839167,-80.703833,glib,0,
1993,,861,,3a gbh,25.839167,-80.703833,caeg,0,
1993,,861,,3a gbh,25.839167,-80.703833,dcco,,
1993,,861,,3a gbh,25.839167,-80.703833,grhe,,
1993,,861,,3a gbh,25.839167,-80.703833,smhe,,
1993,,861,,3a gbh,25.839167,-80.703833,lawh,,
1993,,861,,3a gbh,25.839167,-80.703833,lada,,
1993,,861,,3a gbh,25.839167,-80.703833,smwh,,
1993,,889,,3b Gbh,25.84,-80.568667,greg,0,
1993,,889,,3b Gbh,25.84,-80.568667,whib,0,
1993,,889,,3b Gbh,25.84,-80.568667,wost,0,
1993,,889,,3b Gbh,25.84,-80.568667,gbhe,2,
1993,,889,,3b Gbh,25.84,-80.568667,rosp,,
1993,,889,,3b Gbh,25.84,-80.568667,sneg,0,
1993,,889,,3b Gbh,25.84,-80.568667,anhi,,
1993,,889,,3b Gbh,25.84,-80.568667,trhe,0,
1993,,889,,3b Gbh,25.84,-80.568667,bcnh,0,
1993,,889,,3b Gbh,25.84,-80.568667,lbhe,0,
1993,,889,,3b Gbh,25.84,-80.568667,ycnh,,
1993,,889,,3b Gbh,25.84,-80.568667,glib,0,
1993,,889,,3b Gbh,25.84,-80.568667,caeg,0,
1993,,889,,3b Gbh,25.84,-80.568667,dcco,,
1993,,889,,3b Gbh,25.84,-80.568667,grhe,,
1993,,889,,3b Gbh,25.84,-80.568667,smhe,,
1993,,889,,3b Gbh,25.84,-80.568667,lawh,,
1993,,889,,3b Gbh,25.84,-80.568667,lada,,
1993,,889,,3b Gbh,25.84,-80.568667,smwh,,
1993,,944,,3a gbh,25.846167,-80.703167,greg,0,
1993,,944,,3a gbh,25.846167,-80.703167,whib,0,
1993,,944,,3a gbh,25.846167,-80.703167,wost,0,
1993,,944,,3a gbh,25.846167,-80.703167,gbhe,2,
1993,,944,,3a gbh,25.846167,-80.703167,rosp,,
1993,,944,,3a gbh,25.846167,-80.703167,sneg,0,
1993,,944,,3a gbh,25.846167,-80.703167,anhi,,
1993,,944,,3a gbh,25.846167,-80.703167,trhe,0,
1993,,944,,3a gbh,25.846167,-80.703167,bcnh,0,
1993,,944,,3a gbh,25.846167,-80.703167,lbhe,0,
1993,,944,,3a gbh,25.846167,-80.703167,ycnh,,
1993,,944,,3a gbh,25.846167,-80.703167,glib,0,
1993,,944,,3a gbh,25.846167,-80.703167,caeg,0,
1993,,944,,3a gbh,25.846167,-80.703167,dcco,,
1993,,944,,3a gbh,25.846167,-80.703167,grhe,,
1993,,944,,3a gbh,25.846167,-80.703167,smhe,,
1993,,944,,3a gbh,25.846167,-80.703167,lawh,,
1993,,944,,3a gbh,25.846167,-80.703167,lada,,
1993,,944,,3a gbh,25.846167,-80.703167,smwh,,
1993,,944,,3a gbh,25.846667,-80.703,greg,0,
1993,,944,,3a gbh,25.846667,-80.703,whib,0,
1993,,944,,3a gbh,25.846667,-80.703,wost,0,
1993,,944,,3a gbh,25.846667,-80.703,gbhe,2,
1993,,944,,3a gbh,25.846667,-80.703,rosp,,
1993,,944,,3a gbh,25.846667,-80.703,sneg,0,
1993,,944,,3a gbh,25.846667,-80.703,anhi,,
1993,,944,,3a gbh,25.846667,-80.703,trhe,0,
1993,,944,,3a gbh,25.846667,-80.703,bcnh,0,
1993,,944,,3a gbh,25.846667,-80.703,lbhe,0,
1993,,944,,3a gbh,25.846667,-80.703,ycnh,,
1993,,944,,3a gbh,25.846667,-80.703,glib,0,
1993,,944,,3a gbh,25.846667,-80.703,caeg,0,
1993,,944,,3a gbh,25.846667,-80.703,dcco,,
1993,,944,,3a gbh,25.846667,-80.703,grhe,,
1993,,944,,3a gbh,25.846667,-80.703,smhe,,
1993,,944,,3a gbh,25.846667,-80.703,lawh,,
1993,,944,,3a gbh,25.846667,-80.703,lada,,
1993,,944,,3a gbh,25.846667,-80.703,smwh,,
1993,,961,,3a GBH,25.845167,-80.798,greg,0,
1993,,961,,3a GBH,25.845167,-80.798,whib,0,
1993,,961,,3a GBH,25.845167,-80.798,wost,0,
1993,,961,,3a GBH,25.845167,-80.798,gbhe,2,
1993,,961,,3a GBH,25.845167,-80.798,rosp,,
1993,,961,,3a GBH,25.845167,-80.798,sneg,0,
1993,,961,,3a GBH,25.845167,-80.798,anhi,,
1993,,961,,3a GBH,25.845167,-80.798,trhe,0,
1993,,961,,3a GBH,25.845167,-80.798,bcnh,0,
1993,,961,,3a GBH,25.845167,-80.798,lbhe,0,
1993,,961,,3a GBH,25.845167,-80.798,ycnh,,
1993,,961,,3a GBH,25.845167,-80.798,glib,0,
1993,,961,,3a GBH,25.845167,-80.798,caeg,0,
1993,,961,,3a GBH,25.845167,-80.798,dcco,,
1993,,961,,3a GBH,25.845167,-80.798,grhe,,
1993,,961,,3a GBH,25.845167,-80.798,smhe,,
1993,,961,,3a GBH,25.845167,-80.798,lawh,,
1993,,961,,3a GBH,25.845167,-80.798,lada,,
1993,,961,,3a GBH,25.845167,-80.798,smwh,,
1993,,968,,E of D/c,25.852333,-80.837833,greg,10,
1993,,968,,E of D/c,25.852333,-80.837833,whib,0,
1993,,968,,E of D/c,25.852333,-80.837833,wost,0,
1993,,968,,E of D/c,25.852333,-80.837833,gbhe,0,
1993,,968,,E of D/c,25.852333,-80.837833,rosp,,
1993,,968,,E of D/c,25.852333,-80.837833,sneg,0,
1993,,968,,E of D/c,25.852333,-80.837833,anhi,,
1993,,968,,E of D/c,25.852333,-80.837833,trhe,0,
1993,,968,,E of D/c,25.852333,-80.837833,bcnh,0,
1993,,968,,E of D/c,25.852333,-80.837833,lbhe,0,
1993,,968,,E of D/c,25.852333,-80.837833,ycnh,,
1993,,968,,E of D/c,25.852333,-80.837833,glib,0,
1993,,968,,E of D/c,25.852333,-80.837833,caeg,0,
1993,,968,,E of D/c,25.852333,-80.837833,dcco,,
1993,,968,,E of D/c,25.852333,-80.837833,grhe,,
1993,,968,,E of D/c,25.852333,-80.837833,smhe,,
1993,,968,,E of D/c,25.852333,-80.837833,lawh,,
1993,,968,,E of D/c,25.852333,-80.837833,lada,,
1993,,968,,E of D/c,25.852333,-80.837833,smwh,,
1993,,968,,E of D/c,25.852333,-80.837833,greg,10,
1993,,968,,E of D/c,25.852333,-80.837833,whib,0,
1993,,968,,E of D/c,25.852333,-80.837833,wost,0,
1993,,968,,E of D/c,25.852333,-80.837833,gbhe,0,
1993,,968,,E of D/c,25.852333,-80.837833,rosp,,
1993,,968,,E of D/c,25.852333,-80.837833,sneg,0,
1993,,968,,E of D/c,25.852333,-80.837833,anhi,,
1993,,968,,E of D/c,25.852333,-80.837833,trhe,0,
1993,,968,,E of D/c,25.852333,-80.837833,bcnh,0,
1993,,968,,E of D/c,25.852333,-80.837833,lbhe,0,
1993,,968,,E of D/c,25.852333,-80.837833,ycnh,,
1993,,968,,E of D/c,25.852333,-80.837833,glib,0,
1993,,968,,E of D/c,25.852333,-80.837833,caeg,0,
1993,,968,,E of D/c,25.852333,-80.837833,dcco,,
1993,,968,,E of D/c,25.852333,-80.837833,grhe,,
1993,,968,,E of D/c,25.852333,-80.837833,smhe,,
1993,,968,,E of D/c,25.852333,-80.837833,lawh,,
1993,,968,,E of D/c,25.852333,-80.837833,lada,,
1993,,968,,E of D/c,25.852333,-80.837833,smwh,,
1993,,1004,,3a gbh,25.851333,-80.684167,greg,0,
1993,,1004,,3a gbh,25.851333,-80.684167,whib,0,
1993,,1004,,3a gbh,25.851333,-80.684167,wost,0,
1993,,1004,,3a gbh,25.851333,-80.684167,gbhe,2,
1993,,1004,,3a gbh,25.851333,-80.684167,rosp,,
1993,,1004,,3a gbh,25.851333,-80.684167,sneg,0,
1993,,1004,,3a gbh,25.851333,-80.684167,anhi,,
1993,,1004,,3a gbh,25.851333,-80.684167,trhe,0,
1993,,1004,,3a gbh,25.851333,-80.684167,bcnh,0,
1993,,1004,,3a gbh,25.851333,-80.684167,lbhe,0,
1993,,1004,,3a gbh,25.851333,-80.684167,ycnh,,
1993,,1004,,3a gbh,25.851333,-80.684167,glib,0,
1993,,1004,,3a gbh,25.851333,-80.684167,caeg,0,
1993,,1004,,3a gbh,25.851333,-80.684167,dcco,,
1993,,1004,,3a gbh,25.851333,-80.684167,grhe,,
1993,,1004,,3a gbh,25.851333,-80.684167,smhe,,
1993,,1004,,3a gbh,25.851333,-80.684167,lawh,,
1993,,1004,,3a gbh,25.851333,-80.684167,lada,,
1993,,1004,,3a gbh,25.851333,-80.684167,smwh,,
1993,,1015,,3a GBH,25.854333,-80.640833,greg,0,
