time,avg_depth,year
1995-06-01T12:00:00Z,13.259209182271762,1996
1995-06-02T12:00:00Z,14.26581883865986,1996
1995-06-03T12:00:00Z,15.932933414420232,1996
1995-06-04T12:00:00Z,16.868362749743763,1996
1995-06-05T12:00:00Z,17.56267743446918,1996
1995-06-06T12:00:00Z,18.663380735557997,1996
1995-06-07T12:00:00Z,19.326586917851277,1996
1995-06-08T12:00:00Z,19.56979938760677,1996
1995-06-09T12:00:00Z,19.67802864517451,1996
1995-06-10T12:00:00Z,19.554152430563317,1996
1995-06-11T12:00:00Z,19.728909689228868,1996
1995-06-12T12:00:00Z,20.673343668394995,1996
1995-06-13T12:00:00Z,20.92628927643572,1996
1995-06-14T12:00:00Z,20.919602439791166,1996
1995-06-15T12:00:00Z,20.44494804901661,1996
1995-06-16T12:00:00Z,20.318008313998654,1996
1995-06-17T12:00:00Z,20.74830651187523,1996
1995-06-18T12:00:00Z,20.913917515887334,1996
1995-06-19T12:00:00Z,20.93090057666108,1996
1995-06-20T12:00:00Z,22.87323750939939,1996
1995-06-21T12:00:00Z,29.982748229636737,1996
1995-06-22T12:00:00Z,37.0057213432992,1996
1995-06-23T12:00:00Z,38.766103420855366,1996
1995-06-24T12:00:00Z,38.48958818004134,1996
1995-06-25T12:00:00Z,38.011242391266855,1996
1995-06-26T12:00:00Z,37.07206601396013,1996
1995-06-27T12:00:00Z,36.16037520680442,1996
1995-06-28T12:00:00Z,35.27179908154643,1996
1995-06-29T12:00:00Z,34.7343107322521,1996
1995-06-30T12:00:00Z,34.39651139209833,1996
1995-07-01T12:00:00Z,33.61771155972906,1996
1995-07-02T12:00:00Z,32.690300591755566,1996
1995-07-03T12:00:00Z,31.87445901624136,1996
1995-07-04T12:00:00Z,31.392205397412546,1996
1995-07-05T12:00:00Z,30.76463553982547,1996
1995-07-06T12:00:00Z,30.018513077503318,1996
1995-07-07T12:00:00Z,29.60167375764464,1996
1995-07-08T12:00:00Z,29.394970833146022,1996
1995-07-09T12:00:00Z,29.13184081384881,1996
1995-07-10T12:00:00Z,30.053192031068267,1996
1995-07-11T12:00:00Z,32.51044910367392,1996
1995-07-12T12:00:00Z,32.46623096279253,1996
1995-07-13T12:00:00Z,32.01618745572186,1996
1995-07-14T12:00:00Z,31.30055729990258,1996
1995-07-15T12:00:00Z,31.079194100946918,1996
1995-07-16T12:00:00Z,31.007314658842173,1996
1995-07-17T12:00:00Z,30.52688351480781,1996
1995-07-18T12:00:00Z,30.907821272122405,1996
1995-07-19T12:00:00Z,31.273808286332475,1996
1995-07-20T12:00:00Z,30.90290493129166,1996
1995-07-21T12:00:00Z,30.38424226581525,1996
1995-07-22T12:00:00Z,30.127657665118182,1996
1995-07-23T12:00:00Z,29.53833959263756,1996
1995-07-24T12:00:00Z,28.950287574698944,1996
1995-07-25T12:00:00Z,28.354090802279558,1996
1995-07-26T12:00:00Z,28.941858919920815,1996
1995-07-27T12:00:00Z,31.78275158832636,1996
1995-07-28T12:00:00Z,33.63845566507651,1996
