"year","colony","nest","species","date","eggs","chicks","stage","notes"
2022,hidden,241,greg,2022-03-15,,,,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-03-16,2,,incubating,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-03-22,,,empty,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-03-29,,,,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-04-04,,,,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-04-12,,,,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-04-19,,,,"3/22: eggshells on ground, pulled"
2022,hidden,241,greg,2022-05-03,,,,"3/22: eggshells on ground, pulled"
2022,hidden,243,greg,2022-02-23,,,,
2022,hidden,243,greg,2022-03-01,,,,
2022,hidden,243,greg,2022-03-08,3,,incubating,
2022,hidden,243,greg,2022-03-15,,,,
2022,hidden,243,greg,2022-03-16,,,empty,
2022,hidden,243,greg,2022-03-22,,,empty,
2022,hidden,243,greg,2022-03-29,,,empty,
2022,hidden,243,greg,2022-04-04,,,empty,
2022,hidden,243,greg,2022-04-12,,,empty,
2022,hidden,243,greg,2022-04-19,,,empty,
2022,hidden,243,greg,2022-05-03,,,missed,
2022,hidden,245,greg,2022-02-23,,,,
2022,hidden,245,greg,2022-03-01,,,,
2022,hidden,245,greg,2022-03-08,2,,incubating,
2022,hidden,245,greg,2022-03-15,,,,
2022,hidden,245,greg,2022-03-16,3,,incubating,
2022,hidden,245,greg,2022-03-22,3,,incubating,
2022,hidden,245,greg,2022-03-29,,,empty,
2022,hidden,245,greg,2022-04-04,,,empty,
2022,hidden,245,greg,2022-04-12,,,empty,
2022,hidden,245,greg,2022-04-19,,,empty,
2022,hidden,245,greg,2022-05-03,,,missed,
2022,hidden,255,greg,2022-02-23,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-03-01,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-03-08,2,,incubating,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-03-15,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-03-16,2,,incubating,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-03-22,,,empty,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-03-29,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-04-04,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-04-12,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-04-19,,,,"3/22: pulled, collapsed"
2022,hidden,255,greg,2022-05-03,,,,"3/22: pulled, collapsed"
2022,hidden,247,greg,2022-02-23,,,,"3/15: pulled"
2022,hidden,247,greg,2022-03-01,,,,"3/15: pulled"
2022,hidden,247,greg,2022-03-08,2,,incubating,"3/15: pulled"
2022,hidden,247,greg,2022-03-15,,,,"3/15: pulled"
2022,hidden,247,greg,2022-03-16,,,empty,"3/15: pulled"
2022,hidden,247,greg,2022-03-22,,,,"3/15: pulled"
2022,hidden,247,greg,2022-03-29,,,,"3/15: pulled"
2022,hidden,247,greg,2022-04-04,,,,"3/15: pulled"
2022,hidden,247,greg,2022-04-12,,,,"3/15: pulled"
2022,hidden,247,greg,2022-04-19,,,,"3/15: pulled"
2022,hidden,247,greg,2022-05-03,,,,"3/15: pulled"
2022,hidden,257,greg,2022-02-23,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-03-01,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-03-08,1,,incubating,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-03-15,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-03-16,2,,incubating,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-03-22,,,empty,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-03-29,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-04-04,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-04-12,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-04-19,,,,"3/22: eggshells on ground, pulled"
2022,hidden,257,greg,2022-05-03,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-02-23,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-03-01,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-03-08,3,,incubating,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-03-15,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-03-16,3,,incubating,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-03-22,,,empty,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-03-29,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-04-04,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-04-12,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-04-19,,,,"3/22: eggshells on ground, pulled"
2022,hidden,259,greg,2022-05-03,,,,"3/22: eggshells on ground, pulled"
2022,hidden,249,greg,2022-02-23,,,,"3/22: pulled"
2022,hidden,249,greg,2022-03-01,,,,"3/22: pulled"
2022,hidden,249,greg,2022-03-08,1,,incubating,"3/22: pulled"
2022,hidden,249,greg,2022-03-15,,,,"3/22: pulled"
2022,hidden,249,greg,2022-03-16,,,empty,"3/22: pulled"
2022,hidden,249,greg,2022-03-22,,,empty,"3/22: pulled"
2022,hidden,249,greg,2022-03-29,,,,"3/22: pulled"
2022,hidden,249,greg,2022-04-04,,,,"3/22: pulled"
2022,hidden,249,greg,2022-04-12,,,,"3/22: pulled"
2022,hidden,249,greg,2022-04-19,,,,"3/22: pulled"
2022,hidden,249,greg,2022-05-03,,,,"3/22: pulled"
2022,hidden,261,greg,2022-02-23,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-03-01,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-03-08,1,,incubating,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-03-15,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-03-16,,,empty,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-03-22,,,empty,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-03-29,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-04-04,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-04-12,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-04-19,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,261,greg,2022-05-03,,,,"3/8: award for worst nest, 3/22: pulled"
2022,hidden,251,greg,2022-02-23,,,,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-03-01,,,,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-03-08,2,,incubating,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-03-15,,,,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-03-16,1,2,hatching,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-03-22,,3,nestling,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-03-29,,,empty,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-04-04,,,empty,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-04-12,,,empty,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-04-19,,,empty,"behind 249, 3/16: chicks dry"
2022,hidden,251,greg,2022-05-03,,,missed,"behind 249, 3/16: chicks dry"
2022,hidden,263,greg,2022-02-23,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-03-01,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-03-08,2,,incubating,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-03-15,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-03-16,,,empty,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-03-22,,,empty,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-03-29,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-04-04,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-04-12,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-04-19,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,263,greg,2022-05-03,,,,"a few feet behind flagging, 3/22: pulled"
2022,hidden,253,greg,2022-02-23,,,,"3/22: pulled"
2022,hidden,253,greg,2022-03-01,,,,"3/22: pulled"
2022,hidden,253,greg,2022-03-08,1,,incubating,"3/22: pulled"
2022,hidden,253,greg,2022-03-15,,,,"3/22: pulled"
2022,hidden,253,greg,2022-03-16,,,empty,"3/22: pulled"
2022,hidden,253,greg,2022-03-22,,,empty,"3/22: pulled"
2022,hidden,253,greg,2022-03-29,,,,"3/22: pulled"
2022,hidden,253,greg,2022-04-04,,,,"3/22: pulled"
2022,hidden,253,greg,2022-04-12,,,,"3/22: pulled"
2022,hidden,253,greg,2022-04-19,,,,"3/22: pulled"
2022,hidden,253,greg,2022-05-03,,,,"3/22: pulled"
2022,hidden,267,greg,2022-02-23,,,,"3/22: pulled"
2022,hidden,267,greg,2022-03-01,,,,"3/22: pulled"
2022,hidden,267,greg,2022-03-08,2,,incubating,"3/22: pulled"
2022,hidden,267,greg,2022-03-15,,,,"3/22: pulled"
2022,hidden,267,greg,2022-03-16,2,,incubating,"3/22: pulled"
2022,hidden,267,greg,2022-03-22,,,empty,"3/22: pulled"
2022,hidden,267,greg,2022-03-29,,,,"3/22: pulled"
2022,hidden,267,greg,2022-04-04,,,,"3/22: pulled"
2022,hidden,267,greg,2022-04-12,,,,"3/22: pulled"
2022,hidden,267,greg,2022-04-19,,,,"3/22: pulled"
2022,hidden,267,greg,2022-05-03,,,,"3/22: pulled"
2022,hidden,277,greg,2022-02-23,,,,"3/22: pulled"
2022,hidden,277,greg,2022-03-01,,,,"3/22: pulled"
2022,hidden,277,greg,2022-03-08,2,,incubating,"3/22: pulled"
2022,hidden,277,greg,2022-03-15,,,,"3/22: pulled"
2022,hidden,277,greg,2022-03-16,,,empty,"3/22: pulled"
2022,hidden,277,greg,2022-03-22,,,empty,"3/22: pulled"
2022,hidden,277,greg,2022-03-29,,,,"3/22: pulled"
2022,hidden,277,greg,2022-04-04,,,,"3/22: pulled"
2022,hidden,277,greg,2022-04-12,,,,"3/22: pulled"
2022,hidden,277,greg,2022-04-19,,,,"3/22: pulled"
2022,hidden,277,greg,2022-05-03,,,,"3/22: pulled"
2022,hidden,269,greg,2022-02-23,,,,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-03-01,,,,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-03-08,2,,incubating,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-03-15,,,,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-03-16,,2,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-03-22,,1,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-03-29,,1,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-04-04,,1,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-04-12,,1,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-04-19,,1,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,269,greg,2022-05-03,,1,nestling,"tall nest, 3/16: chicks dry, 3/29: may be one dead chick under live chick, 4/19: big chick but don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-02-23,,,,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-03-01,,,,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-03-08,2,,incubating,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-03-15,,,,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-03-16,2,,incubating,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-03-22,,2,nestling,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-03-29,,2,nestling,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-04-04,,2,nestling,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-04-12,,2,nestling,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-04-19,,2,nestling,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,279,greg,2022-05-03,,2,nestling,"Nest back in cocoplum from pink flagging. 4/19: chicks don’t look healthy, 5/3: healthy!"
2022,hidden,271,greg,2022-02-23,,,,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-03-01,,,,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-03-08,2,,incubating,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-03-15,,,,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-03-16,2,,incubating,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-03-22,,,empty,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-03-29,,,empty,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-04-04,,,empty,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-04-12,,,empty,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-04-19,,,empty,"3/22: eggshells on ground"
2022,hidden,271,greg,2022-05-03,,,empty,"3/22: eggshells on ground"
2022,hidden,281,greg,2022-02-23,,,,"3/22: pulled"
2022,hidden,281,greg,2022-03-01,,,,"3/22: pulled"
2022,hidden,281,greg,2022-03-08,1,,incubating,"3/22: pulled"
2022,hidden,281,greg,2022-03-15,,,,"3/22: pulled"
2022,hidden,281,greg,2022-03-16,2,,incubating,"3/22: pulled"
2022,hidden,281,greg,2022-03-22,,,empty,"3/22: pulled"
2022,hidden,281,greg,2022-03-29,,,,"3/22: pulled"
2022,hidden,281,greg,2022-04-04,,,,"3/22: pulled"
2022,hidden,281,greg,2022-04-12,,,,"3/22: pulled"
2022,hidden,281,greg,2022-04-19,,,,"3/22: pulled"
2022,hidden,281,greg,2022-05-03,,,,"3/22: pulled"
2022,hidden,265,greg,2022-02-23,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-03-01,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-03-08,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-03-15,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-03-16,,,empty,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-03-22,,,empty,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-03-29,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-04-04,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-04-12,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-04-19,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,265,greg,2022-05-03,,,,"3/8: didn't record what was in nest but marked it as a new nest, 3/22: pulled"
2022,hidden,272,greg,2022-02-23,,,,
2022,hidden,272,greg,2022-03-01,,,,
2022,hidden,272,greg,2022-03-08,,,,
2022,hidden,272,greg,2022-03-15,,,,
2022,hidden,272,greg,2022-03-16,,,,
2022,hidden,272,greg,2022-03-22,3,,incubating,
2022,hidden,272,greg,2022-03-29,2,,incubating,
2022,hidden,272,greg,2022-04-04,,,empty,
2022,hidden,272,greg,2022-04-12,,,empty,
2022,hidden,272,greg,2022-04-19,,,empty,
2022,hidden,272,greg,2022-05-03,,,empty,
2022,hidden,274,greg,2022-02-23,,,,
2022,hidden,274,greg,2022-03-01,,,,
2022,hidden,274,greg,2022-03-08,,,,
2022,hidden,274,greg,2022-03-15,,,,
2022,hidden,274,greg,2022-03-16,,,,
2022,hidden,274,greg,2022-03-22,2,,incubating,
2022,hidden,274,greg,2022-03-29,2,,incubating,
2022,hidden,274,greg,2022-04-04,,,empty,
2022,hidden,274,greg,2022-04-12,,,empty,
2022,hidden,274,greg,2022-04-19,,,empty,
2022,hidden,274,greg,2022-05-03,,,empty,
2022,cypress_city,200,greg,2022-03-17,2,,incubating,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-03-23,3,,incubating,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-03-31,3,,incubating,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-04-07,3,,incubating,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-04-14,,3,chick_dry,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-04-21,,3,nestling,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-04-29,,3,nestling,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-05-05,,3,nestling,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,200,greg,2022-05-25,,,empty,"4/14: most likely hatched day before, 5/25: orange paper 3"
2022,cypress_city,222,rosp,2022-03-17,4,,incubating,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-03-23,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-03-31,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-04-07,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-04-14,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-04-21,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-04-29,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-05-05,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,222,rosp,2022-05-25,,,empty,"4/21: yellow in nest #4 ( on gps #2), 4/29: paper pulled, 5/25: green paper"
2022,cypress_city,202,greg,2022-03-17,2,,incubating,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-03-23,2,,incubating,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-03-31,2,,incubating,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-04-07,1,1,wet_chick,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-04-14,,2,nestling,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-04-21,,2,nestling,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-04-29,,2,nestling,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-05-05,,2,nestling,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,202,greg,2022-05-25,,,empty,"5/5: one chick sampled 5/7:chick wet"
2022,cypress_city,204,greg,2022-03-17,2,,incubating,"4/14: dry chick"
2022,cypress_city,204,greg,2022-03-23,3,,incubating,"4/14: dry chick"
2022,cypress_city,204,greg,2022-03-31,3,,incubating,"4/14: dry chick"
2022,cypress_city,204,greg,2022-04-07,3,,incubating,"4/14: dry chick"
2022,cypress_city,204,greg,2022-04-14,,3,chick_dry,"4/14: dry chick"
2022,cypress_city,204,greg,2022-04-21,,3,nestling,"4/14: dry chick"
2022,cypress_city,204,greg,2022-04-29,,3,nestling,"4/14: dry chick"
2022,cypress_city,204,greg,2022-05-05,,3,nestling,"4/14: dry chick"
2022,cypress_city,204,greg,2022-05-25,,1,nestling,"4/14: dry chick"
2022,cypress_city,224,greg,2022-03-17,3,,incubating,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-03-23,3,,incubating,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-03-31,3,,incubating,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-04-07,3,,incubating,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-04-14,,3,nestling,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-04-21,,3,nestling,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-04-29,,3,nestling,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-05-05,,1,nestling,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,224,greg,2022-05-25,,,empty,"4/21: blue paper under nest to W #6 (may move in wind), 5/5: one chick dead on ground, 5/25: blue paper"
2022,cypress_city,206,greg,2022-03-17,3,,incubating,"5/25: pink paper"
2022,cypress_city,206,greg,2022-03-23,3,,incubating,"5/25: pink paper"
2022,cypress_city,206,greg,2022-03-31,3,,incubating,"5/25: pink paper"
2022,cypress_city,206,greg,2022-04-07,3,,incubating,"5/25: pink paper"
2022,cypress_city,206,greg,2022-04-14,,3,nestling,"5/25: pink paper"
2022,cypress_city,206,greg,2022-04-21,,3,nestling,"5/25: pink paper"
2022,cypress_city,206,greg,2022-04-29,,3,nestling,"5/25: pink paper"
2022,cypress_city,206,greg,2022-05-05,,2,nestling,"5/25: pink paper"
2022,cypress_city,206,greg,2022-05-25,,,empty,"5/25: pink paper"
2022,cypress_city,208,greg,2022-03-17,2,,incubating,"5/25: orange paper"
2022,cypress_city,208,greg,2022-03-23,3,,incubating,"5/25: orange paper"
2022,cypress_city,208,greg,2022-03-31,3,,incubating,"5/25: orange paper"
2022,cypress_city,208,greg,2022-04-07,3,,incubating,"5/25: orange paper"
2022,cypress_city,208,greg,2022-04-14,,2,nestling,"5/25: orange paper"
2022,cypress_city,208,greg,2022-04-21,,2,nestling,"5/25: orange paper"
2022,cypress_city,208,greg,2022-04-29,,2,nestling,"5/25: orange paper"
2022,cypress_city,208,greg,2022-05-05,,2,nestling,"5/25: orange paper"
2022,cypress_city,208,greg,2022-05-25,,,empty,"5/25: orange paper"
2022,cypress_city,210,greg,2022-03-17,1,,incubating,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-03-23,2,,incubating,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-03-31,2,,incubating,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-04-07,2,,incubating,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-04-14,,1,chick_dry,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-04-21,,1,nestling,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-04-29,,1,nestling,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-05-05,,2,nestling,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,210,greg,2022-05-25,,2,nestling,"4/14: dry chick, 4/21: pink 2 ft east of nest #7, 5/25: yellow paper 4' to east, mercury sampled"
2022,cypress_city,212,greg,2022-03-17,2,,incubating,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-03-23,2,,incubating,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-03-31,2,,incubating,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-04-07,2,,incubating,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-04-14,,2,chick_dry,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-04-21,,2,nestling,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-04-29,,2,nestling,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-05-05,,2,nestling,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,212,greg,2022-05-25,,,empty,"4/14: dry chick, 4/21: pink paper 2 feet east of nest, 5/25: orange paper"
2022,cypress_city,226,greg,2022-03-17,,,,"Near 208. 4/14: gone, 4/21: green paper in the nest area #7, 5/25: yellow paper"
2022,cypress_city,226,greg,2022-03-23,3,,incubating,"Near 208. 4/14: gone, 4/21: green paper in the nest area #7, 5/25: yellow paper"
2022,cypress_city,226,greg,2022-03-31,3,,incubating,"Near 208. 4/14: gone, 4/21: green paper in the nest area #7, 5/25: yellow paper"
